scenario_source,scenario,sector,technology,region,year,tmsr,smsp
geco_2021,1.5c,power,hydrocap,argentina,2038,1.2435356083296567,0.06646675207658133
geco_2021,1.5c,power,nuclearcap,argentina,2038,5.441388554000382,0.15391714998370826
geco_2021,1.5c,power,oilcap,argentina,2038,0.6897512076889037,-0.018890211229286285
geco_2021,1.5c,power,renewablescap,argentina,2038,12.979246147539172,1.193615722013616
geco_2021,1.5c,power,coalcap,argentina,2039,0.30156221602648414,-0.013358171989182113
geco_2021,1.5c,power,gascap,argentina,2039,0.6069431011285062,-0.20154670916357056
geco_2021,1.5c,power,hydrocap,argentina,2039,1.2602886623883305,0.07103906533409948
geco_2021,1.5c,power,nuclearcap,argentina,2039,5.953952505332765,0.1716801494633214
geco_2021,1.5c,power,oilcap,argentina,2039,0.6988502635030451,-0.018336194290055636
geco_2021,1.5c,power,renewablescap,argentina,2039,14.039355019712593,1.2992452917952049
geco_2021,1.5c,power,coalcap,argentina,2040,0.27391377378967396,-0.013886970194415356
geco_2021,1.5c,power,gascap,argentina,2040,0.5796520429053865,-0.2155406703184401
geco_2021,1.5c,power,hydrocap,argentina,2040,1.2770417164470043,0.07561137859161758
geco_2021,1.5c,power,nuclearcap,argentina,2040,6.466516456665149,0.18944314894293457
geco_2021,1.5c,power,oilcap,argentina,2040,0.7079493193171866,-0.01778217735082499
geco_2021,1.5c,power,renewablescap,argentina,2040,15.099463891886014,1.4048748615767939
geco_2021,1.5c,power,coalcap,argentina,2041,0.31399610147595436,-0.013120364149831157
geco_2021,1.5c,power,gascap,argentina,2041,0.5792814386797489,-0.21573070403186387
geco_2021,1.5c,power,hydrocap,argentina,2041,1.32768873785715,0.08943417452102718
geco_2021,1.5c,power,nuclearcap,argentina,2041,6.722539142059676,0.19831566292994157
geco_2021,1.5c,power,oilcap,argentina,2041,0.6889219483818347,-0.018940702589325738
geco_2021,1.5c,power,renewablescap,argentina,2041,16.534438719423726,1.5478561889280684
geco_2021,1.5c,power,coalcap,argentina,2042,0.35407842916223486,-0.012353758105246956
geco_2021,1.5c,power,gascap,argentina,2042,0.5789108344541112,-0.21592073774528767
